,chemicalFormula,mpID,volume,volumeUnits,formationEnergy,formationEnergyUnits,bandGap,bandGapUnits,density,densityUnits,crystalSystem
169,La2MgMnO6,mp-19406,120.47649541330307,$\AA^3$,-3.203972220983931,eV/atom,1.9571000000000005,eV,6.244436268549229,g/cm$^3$,trigonal
170,Y2MnNiO6,mp-19192,224.71527329388547,$\AA^3$,-2.784516305483932,eV/atom,1.7801999999999998,eV,5.725987687233333,g/cm$^3$,monoclinic
171,FeCuO2,mp-510281,46.957039534747366,$\AA^3$,-1.4493476306249997,eV/atom,0.8056999999999999,eV,5.353588250732518,g/cm$^3$,trigonal
172,SrPrCuSe3,mp-17660,633.4177454905738,$\AA^3$,-1.5383240559635414,eV/atom,1.0198999999999998,eV,5.546722550690413,g/cm$^3$,orthorhombic
173,Li2O2,mp-841,67.47968674947492,$\AA^3$,-1.6500511331250003,eV/atom,1.9742999999999997,eV,2.258067806671009,g/cm$^3$,hexagonal
174,Ba4Ti2PtO10,mp-558894,529.2542053214205,$\AA^3$,-3.0204892629901954,eV/atom,1.9973,eV,6.275767557338312,g/cm$^3$,orthorhombic
175,Sr2LuBiO6,mp-23100,298.3550528450355,$\AA^3$,-2.90963035575,eV/atom,2.085,eV,7.293043572979213,g/cm$^3$,monoclinic
176,Fe2CoAs2(H5O7)2,mp-542798,569.3097905469406,$\AA^3$,-1.5627802532310349,eV/atom,1.6487,eV,3.234902834405152,g/cm$^3$,monoclinic
177,NaNO2,mp-2964,55.88779120985418,$\AA^3$,-1.337131542469999,eV/atom,2.4238,eV,2.0499885131283326,g/cm$^3$,orthorhombic
178,HoCuPbSe3,mp-6244,588.2064194102699,$\AA^3$,-1.0092913388802078,eV/atom,1.1874000000000002,eV,7.5946532310492625,g/cm$^3$,orthorhombic
179,TbCuPbSe3,mp-601286,592.8033739781888,$\AA^3$,-1.0131454012413197,eV/atom,1.2379000000000007,eV,7.468476112693769,g/cm$^3$,orthorhombic
180,TePb,mp-19717,70.77682167636208,$\AA^3$,-0.41397144500000005,eV/atom,0.8071999999999999,eV,7.854950499090787,g/cm$^3$,cubic
181,ErCuPbSe3,mp-567983,583.4273425907061,$\AA^3$,-1.0046962692968748,eV/atom,1.1376999999999997,eV,7.6833753092389765,g/cm$^3$,orthorhombic
182,DyCuPbSe3,mp-601257,587.2900532313485,$\AA^3$,-1.0113167384635418,eV/atom,1.2113000000000005,eV,7.579016868080329,g/cm$^3$,orthorhombic
183,Mn(GaS2)2,mp-20025,158.36672440515375,$\AA^3$,-0.666439683947044,eV/atom,1.1795,eV,3.3830528247886154,g/cm$^3$,tetragonal
184,Ba2PCl,mp-27869,145.52852186162147,$\AA^3$,-1.8111376053388093,eV/atom,1.2595,eV,3.8918685716047396,g/cm$^3$,trigonal
185,KVF3,mp-557257,75.43922717060352,$\AA^3$,-2.7749470589999996,eV/atom,2.0744000000000002,eV,3.236477431539088,g/cm$^3$,cubic
186,Ca2BrN,mp-23009,83.26530906940292,$\AA^3$,-1.5136384974700001,eV/atom,2.4257999999999997,eV,3.471368009444457,g/cm$^3$,trigonal
187,Ca2NCl,mp-22936,77.43321923227182,$\AA^3$,-1.8100361114099996,eV/atom,2.3688,eV,2.7795811249567364,g/cm$^3$,trigonal
188,AsS,mp-542810,985.9899135996452,$\AA^3$,-0.13541021421875055,eV/atom,1.9426,eV,2.882875954410129,g/cm$^3$,monoclinic
189,RbVF3,mp-556424,78.11727499839095,$\AA^3$,-2.7669694829999996,eV/atom,2.4491,eV,4.111199676311459,g/cm$^3$,cubic
190,Ca(FeO2)2,mp-25690,309.1910054782145,$\AA^3$,-2.3253370549999994,eV/atom,1.7306,eV,4.6351565247995214,g/cm$^3$,orthorhombic
191,NaNiO2,mp-19149,40.727417310408704,$\AA^3$,-1.2191856293750005,eV/atom,0.5083000000000002,eV,4.635043100489496,g/cm$^3$,monoclinic
192,GaTe,mp-542812,392.57657565767136,$\AA^3$,-0.36810153083333336,eV/atom,1.0066000000000002,eV,5.00787680914828,g/cm$^3$,monoclinic
193,Sr2MnWO6,mp-19315,270.50451227676973,$\AA^3$,-2.77829840148393,eV/atom,2.1882,eV,6.261624466568602,g/cm$^3$,monoclinic
194,TiFeO3,mp-19417,108.89239022768172,$\AA^3$,-2.813488088083333,eV/atom,2.0330999999999997,eV,4.626965966785308,g/cm$^3$,trigonal
195,SrSnO3,mp-2879,275.71459218836185,$\AA^3$,-2.6548192767499996,eV/atom,1.7365,eV,6.126942668588997,g/cm$^3$,orthorhombic
196,RhBr3,mp-27871,230.826912672178,$\AA^3$,-0.45241602437500017,eV/atom,1.2551,eV,4.929491861927863,g/cm$^3$,monoclinic
197,CdS,mp-672,104.86286284361582,$\AA^3$,-0.6408495520312498,eV/atom,1.1162,eV,4.575652707635417,g/cm$^3$,hexagonal
198,SbSI,mp-23041,399.95031799163166,$\AA^3$,-0.3172967663541666,eV/atom,1.6354000000000002,eV,4.662201180862225,g/cm$^3$,orthorhombic
199,Sr2InSbO6,mp-22355,277.780007672711,$\AA^3$,-2.6050728042499998,eV/atom,1.7508999999999997,eV,6.071319407822902,g/cm$^3$,monoclinic
200,TbCuS2,mp-5737,300.75341018858353,$\AA^3$,-1.384190767447917,eV/atom,1.1823000000000006,eV,6.329606652675738,g/cm$^3$,monoclinic
201,DyCrO3,mp-19381,227.90531483412195,$\AA^3$,-3.22693058975,eV/atom,2.4922,eV,7.650229693114469,g/cm$^3$,orthorhombic
202,SrLuCuSe3,mp-568191,287.247855015433,$\AA^3$,-1.5333459226302086,eV/atom,1.1246000000000005,eV,6.5093958628776765,g/cm$^3$,orthorhombic
203,Mn3O4,mp-18759,165.45501003658626,$\AA^3$,-2.0633944602882752,eV/atom,0.6925999999999997,eV,4.592798869795737,g/cm$^3$,tetragonal
204,YCrO3,mp-18725,229.15578430794858,$\AA^3$,-3.1992342482500007,eV/atom,2.4831000000000003,eV,5.475332899931654,g/cm$^3$,orthorhombic
205,FeS2,mp-1522,81.42107417882187,$\AA^3$,-0.505699057708334,eV/atom,0.8732000000000006,eV,4.8936509142443665,g/cm$^3$,orthorhombic
206,CsI3,mp-22876,856.0115788748309,$\AA^3$,-0.8434143787500001,eV/atom,1.8986,eV,3.985385860624606,g/cm$^3$,orthorhombic
207,PrFeO3,mp-24995,249.38483879896077,$\AA^3$,-2.8735517017499994,eV/atom,1.4466999999999999,eV,6.518733285153123,g/cm$^3$,orthorhombic
208,SmFeO3,mp-24989,241.6915241657096,$\AA^3$,-2.9170315752500002,eV/atom,1.5177999999999998,eV,6.986001001066722,g/cm$^3$,orthorhombic
209,NdFeO3,mp-24990,246.40726287120242,$\AA^3$,-2.8897647922499994,eV/atom,1.4748999999999999,eV,6.6873861674994375,g/cm$^3$,orthorhombic
210,V2Co3O8,mp-540833,298.1698010548176,$\AA^3$,-1.9379654661538466,eV/atom,1.741,eV,4.529662547377945,g/cm$^3$,orthorhombic
211,HoFeO3,mp-24960,230.97683869701783,$\AA^3$,-2.9716502482499996,eV/atom,1.5675,eV,7.729067440906736,g/cm$^3$,orthorhombic
212,ZrCuH8C2NCl6,mp-569292,1245.4595558343622,$\AA^3$,-1.0198931439947365,eV/atom,2.0864000000000003,eV,2.2056599195862616,g/cm$^3$,monoclinic
213,MnH16C4(NCl2)2,mp-568043,1213.8612477168751,$\AA^3$,-0.6540350387814557,eV/atom,1.8615000000000002,eV,1.5810207837750896,g/cm$^3$,orthorhombic
214,RbV3(SeO6)2,mp-25135,538.2731456642589,$\AA^3$,-1.998878238177083,eV/atom,2.3219000000000003,eV,3.629151741818176,g/cm$^3$,hexagonal
215,Hg3(SCl)2,mp-23418,392.0609605678809,$\AA^3$,-0.5580944768458378,eV/atom,1.932,eV,6.241351030993517,g/cm$^3$,cubic
216,La2MnVO6,mp-565856,257.7356934222141,$\AA^3$,-3.1758295894839312,eV/atom,1.2868999999999993,eV,6.181051074915631,g/cm$^3$,monoclinic
217,Cd(GaSe2)2,mp-3772,189.71856031782937,$\AA^3$,-0.6236053820535717,eV/atom,1.3457000000000001,eV,4.96884944865537,g/cm$^3$,tetragonal
218,Zr2H12(N2O7)5,mp-559369,1445.2360397069183,$\AA^3$,-1.3360963645083046,eV/atom,1.4476,eV,2.0557200027347973,g/cm$^3$,trigonal
219,FeH12Pt(ClO)6,mp-542912,360.97612272566647,$\AA^3$,-1.3118238761730772,eV/atom,1.5113,eV,2.6300751518201717,g/cm$^3$,trigonal
220,SbCl5,mp-23176,468.7001285746683,$\AA^3$,-1.1405374777166666,eV/atom,1.8233000000000001,eV,2.1188074019182657,g/cm$^3$,hexagonal
221,Ti2Fe(PO5)2,mp-565403,365.080773043481,$\AA^3$,-2.9715179988015867,eV/atom,2.2041,eV,3.397852824314271,g/cm$^3$,monoclinic
222,SrLuCuS3,mp-13189,254.86789079295698,$\AA^3$,-1.6874073370312501,eV/atom,1.3435000000000006,eV,5.503181112741939,g/cm$^3$,orthorhombic
223,PrSbO4,mp-13194,333.74080703773063,$\AA^3$,-2.8018474899999988,eV/atom,2.1982999999999997,eV,6.501336969582751,g/cm$^3$,monoclinic
224,Mn3TeO6,mp-18795,253.57300353955253,$\AA^3$,-1.9352278614517928,eV/atom,0.7581999999999995,eV,5.087062121684651,g/cm$^3$,trigonal
225,RbPbI3,mp-23517,919.0770171722493,$\AA^3$,-1.0173354365000002,eV/atom,2.4562,eV,4.866515806544256,g/cm$^3$,orthorhombic
226,NbBr2O,mp-550070,200.44786099497816,$\AA^3$,-1.7155615690624995,eV/atom,0.9038000000000002,eV,4.452127232330111,g/cm$^3$,monoclinic
227,PrZnPO,mp-13206,146.856388142922,$\AA^3$,-1.9849379360863102,eV/atom,1.1665,eV,5.728012195280786,g/cm$^3$,trigonal
228,Eu2BrO2,mp-605786,212.74805407408198,$\AA^3$,-2.938068513,eV/atom,2.2646,eV,6.4912765567305595,g/cm$^3$,monoclinic
229,La4S3N2,mp-556958,426.98072393623085,$\AA^3$,-2.0297016663274996,eV/atom,1.1936999999999998,eV,5.287754581553082,g/cm$^3$,orthorhombic
230,Ca2PI,mp-23040,120.48394226750266,$\AA^3$,-1.4164033713988098,eV/atom,1.7000000000000002,eV,3.280645531076351,g/cm$^3$,trigonal
231,HoPS4,mp-18532,1106.0723980660969,$\AA^3$,-1.0246517669742066,eV/atom,2.1506999999999996,eV,3.893322541218091,g/cm$^3$,tetragonal
232,Ba2UNiO6,mp-19093,150.17183451150797,$\AA^3$,-3.0383663222500004,eV/atom,1.6326999999999998,eV,7.379535339453568,g/cm$^3$,cubic
233,RbPS3,mp-556953,308.2249139739469,$\AA^3$,-0.6853385800565477,eV/atom,1.8263000000000003,eV,2.291127493077832,g/cm$^3$,orthorhombic
234,AsIF12,mp-555340,891.879523910881,$\AA^3$,-1.6435575155357143,eV/atom,0.6263999999999998,eV,3.2009305327843713,g/cm$^3$,cubic
235,Cr2HgO4,mp-24899,173.35996725874188,$\AA^3$,-1.884009594679802,eV/atom,1.2575000000000003,eV,7.0609277686458825,g/cm$^3$,cubic
236,CrHgO4,mp-19380,192.37511651246442,$\AA^3$,-1.3206168171264376,eV/atom,1.3635,eV,5.465359191297763,g/cm$^3$,orthorhombic
237,TlPPbS4,mp-510646,746.7085215956957,$\AA^3$,-0.4468278791921771,eV/atom,2.074,eV,5.077557953651369,g/cm$^3$,orthorhombic
238,H24RuC8(S2Cl)2,mp-605665,1844.1199423314185,$\AA^3$,-0.3385199441576929,eV/atom,2.3670999999999998,eV,1.5146017184782175,g/cm$^3$,orthorhombic
239,SrTlPS4,mp-17090,755.6938411146298,$\AA^3$,-0.9342142874064626,eV/atom,2.0933000000000006,eV,3.9661390011780218,g/cm$^3$,orthorhombic
240,Cs2WS4,mp-17361,1015.2715736680976,$\AA^3$,-1.0476258662499995,eV/atom,2.2373999999999996,eV,3.7808348958813807,g/cm$^3$,orthorhombic
241,LaPb6BrO7,mp-560665,682.3884432596944,$\AA^3$,-1.8609433679166665,eV/atom,1.9304999999999999,eV,7.660437507437174,g/cm$^3$,orthorhombic
242,Tl2CN2,mp-570443,346.1607642479462,$\AA^3$,-0.04093787603533391,eV/atom,1.8920000000000003,eV,6.458569269269137,g/cm$^3$,triclinic
243,AgTeO3,mp-559257,634.363426037591,$\AA^3$,-1.1625366412500007,eV/atom,1.4211,eV,5.9361176344723425,g/cm$^3$,monoclinic
244,LaPb6ClO7,mp-556523,675.5957821031088,$\AA^3$,-1.9206250449673334,eV/atom,2.1393000000000004,eV,7.5189468744466135,g/cm$^3$,monoclinic
245,GaHg2SbCl4,mp-571190,2047.342450273237,$\AA^3$,-1.049589886538405,eV/atom,0.7424999999999999,eV,4.765687631157961,g/cm$^3$,orthorhombic
246,Hg3As8(S4Br3)2,mp-555833,1700.311968364645,$\AA^3$,-0.2594787782310351,eV/atom,2.0132,eV,3.7835504126328856,g/cm$^3$,monoclinic
247,K2UAs2O9,mp-558707,999.6351695121908,$\AA^3$,-2.4686678393750006,eV/atom,2.4232,eV,4.053614364222244,g/cm$^3$,orthorhombic
248,VAg3O4,mp-18889,247.41429676558172,$\AA^3$,-1.2571893843750006,eV/atom,0.9197000000000002,eV,5.886635428342407,g/cm$^3$,monoclinic
249,FeSbS,mp-27904,200.29650040918833,$\AA^3$,-0.36406182802083364,eV/atom,0.5463000000000005,eV,6.952996080406773,g/cm$^3$,monoclinic
250,CuCl,mp-22914,39.46738265036693,$\AA^3$,-0.66933074663,eV/atom,0.5611999999999999,eV,4.165254486125662,g/cm$^3$,cubic
251,RuS2,mp-2030,180.92030513702264,$\AA^3$,-0.5529945543749998,eV/atom,0.6675999999999993,eV,6.06501364324892,g/cm$^3$,cubic
252,Al2VCl8,mp-568443,661.8615074932179,$\AA^3$,-1.8528276337345455,eV/atom,1.6263,eV,1.9495523370286474,g/cm$^3$,monoclinic
253,VAgSeO5,mp-605905,466.17982576725524,$\AA^3$,-1.560966575917968,eV/atom,0.9513,eV,4.527557341455373,g/cm$^3$,orthorhombic
254,NaSrP,mp-13275,231.36381807055497,$\AA^3$,-0.8044207165873019,eV/atom,1.2357,eV,3.0485099125313337,g/cm$^3$,hexagonal
255,K2CrSO7,mp-565687,747.1193961950831,$\AA^3$,-2.0583077848011357,eV/atom,2.482,eV,2.4382106168827673,g/cm$^3$,monoclinic
256,NaAl3NiCl12,mp-568785,2050.3375245240195,$\AA^3$,-1.8259675584776474,eV/atom,1.4253,eV,1.905057662898916,g/cm$^3$,monoclinic
257,BaLiP,mp-13277,155.6618307089632,$\AA^3$,-0.9101929476984131,eV/atom,0.9631000000000003,eV,3.7388197872307676,g/cm$^3$,hexagonal
258,NdTlSe2,mp-568588,126.35113230878632,$\AA^3$,-1.376692540546875,eV/atom,1.2431999999999999,eV,6.657147985377646,g/cm$^3$,trigonal
259,TbTlSe2,mp-569507,119.08812302981887,$\AA^3$,-1.3886028659635414,eV/atom,1.2639999999999998,eV,7.267899082165954,g/cm$^3$,trigonal
260,SrLiP,mp-13276,134.24819186136818,$\AA^3$,-0.9822564343650798,eV/atom,1.3430999999999997,eV,3.105522023786121,g/cm$^3$,hexagonal
261,GdTlSe2,mp-569393,120.9572153335076,$\AA^3$,-1.3892800605468745,eV/atom,0.5693999999999999,eV,7.132592080639552,g/cm$^3$,trigonal
262,Fe2(TeO3)3,mp-606023,765.5782572972983,$\AA^3$,-1.6505102366964286,eV/atom,1.8539000000000003,eV,5.539491325169108,g/cm$^3$,orthorhombic
263,Cs2UMoO7,mp-606213,2847.217655055995,$\AA^3$,-2.7912481177651527,eV/atom,1.9349999999999998,eV,4.981415204284354,g/cm$^3$,orthorhombic
264,Sr(Li2P)2,mp-570097,125.47819910171299,$\AA^3$,-0.8334051623129254,eV/atom,0.9758999999999998,eV,2.3467494722613185,g/cm$^3$,trigonal
265,Sr2ErMoO6,mp-18744,284.6102636180284,$\AA^3$,-3.162418925750001,eV/atom,1.2340999999999998,eV,6.236252840489541,g/cm$^3$,monoclinic
266,BaCuTeF,mp-13287,188.5503787266641,$\AA^3$,-1.9154553475,eV/atom,0.9836999999999998,eV,6.120271864152858,g/cm$^3$,tetragonal
267,CsAuCl3,mp-23484,327.09616560955914,$\AA^3$,-1.4078012849560002,eV/atom,0.8098,eV,4.429147540767412,g/cm$^3$,tetragonal
268,Sm(ErS2)3,mp-13283,463.1837830583494,$\AA^3$,-2.083499451937501,eV/atom,1.0560999999999998,eV,6.055349969619744,g/cm$^3$,monoclinic
269,TlBi(PS3)2,mp-556592,514.9065262240825,$\AA^3$,-0.34464965155654853,eV/atom,2.0311999999999997,eV,4.306583092593487,g/cm$^3$,monoclinic
270,Na2Pd(SeO4)2,mp-559068,205.75356224691828,$\AA^3$,-1.4168326336298078,eV/atom,1.596,eV,3.5374293163068713,g/cm$^3$,triclinic
271,Tc2O5F4,mp-556442,730.2078363188976,$\AA^3$,-1.918869308977272,eV/atom,1.8823999999999999,eV,3.2017958904827726,g/cm$^3$,monoclinic
272,Mn3(BO3)2,mp-19185,239.13929114818322,$\AA^3$,-2.448720147986478,eV/atom,2.0333,eV,3.9223183666090566,g/cm$^3$,orthorhombic
273,PdSeO3,mp-545482,164.83110146402362,$\AA^3$,-1.0450632404687503,eV/atom,1.0589,eV,4.702190071786982,g/cm$^3$,monoclinic
274,PdSe2O5,mp-4649,268.0901265846643,$\AA^3$,-1.0968943073046882,eV/atom,0.9946999999999999,eV,4.26561766913713,g/cm$^3$,monoclinic
275,K4ZnAs2,mp-571461,262.257489743399,$\AA^3$,-0.4606504514285713,eV/atom,0.7257,eV,2.353151675913754,g/cm$^3$,trigonal
276,RbMnO2,mp-606470,436.22567184756633,$\AA^3$,-1.9296610666264928,eV/atom,1.9609,eV,3.937658533086884,g/cm$^3$,triclinic
277,La10Se14O,mp-558535,2710.9278850074584,$\AA^3$,-2.1829613710625,eV/atom,1.5518999999999998,eV,6.1510646403335025,g/cm$^3$,tetragonal
278,Cr2O3,mp-19399,103.16325716565052,$\AA^3$,-2.3488027157499998,eV/atom,2.4365,eV,4.892943122435522,g/cm$^3$,trigonal
279,P2Pb(XeF6)3,mp-558403,861.8171160011902,$\AA^3$,-1.7914077731746032,eV/atom,2.4778000000000002,eV,3.8728354331341754,g/cm$^3$,monoclinic
280,NbBr3O,mp-606393,569.7441614778277,$\AA^3$,-1.5030041382500001,eV/atom,1.9611,eV,4.064233958912759,g/cm$^3$,tetragonal
281,La10S19,mp-558229,1370.333664954369,$\AA^3$,-1.9291127092133622,eV/atom,0.7225999999999999,eV,4.8429632974008685,g/cm$^3$,tetragonal
282,Ca4Mn3B3CO15,mp-566589,597.3829281774101,$\AA^3$,-2.803605827481459,eV/atom,1.4971000000000005,eV,3.3887794360744006,g/cm$^3$,hexagonal
283,ScTlSe2,mp-13313,106.4191930742377,$\AA^3$,-1.2559105267968746,eV/atom,0.6128,eV,6.354772601874801,g/cm$^3$,trigonal
284,TlAsS2,mp-4988,924.1255844357394,$\AA^3$,-0.26603603859375013,eV/atom,1.7379000000000002,eV,4.936878951385844,g/cm$^3$,monoclinic
285,ScTlS2,mp-13312,188.1919098318786,$\AA^3$,-1.3711251007812502,eV/atom,0.9387999999999996,eV,5.531883145521125,g/cm$^3$,hexagonal
286,CsTaI6,mp-606510,740.7496534083292,$\AA^3$,-0.749532521875,eV/atom,1.1788,eV,4.820912260959189,g/cm$^3$,monoclinic
287,NbI3O,mp-546285,350.8402231498269,$\AA^3$,-1.1797856537499996,eV/atom,0.8108000000000002,eV,4.6347691502652335,g/cm$^3$,monoclinic
288,PbO,mp-19921,87.50847621538738,$\AA^3$,-1.4881160031249996,eV/atom,1.4694999999999991,eV,8.47075179166875,g/cm$^3$,tetragonal
289,FeWO4,mp-19421,142.0543280795276,$\AA^3$,-2.0922370791666665,eV/atom,2.401,eV,7.099773498603445,g/cm$^3$,monoclinic
290,La4Se3O4,mp-4412,234.50848293065928,$\AA^3$,-3.143345279161932,eV/atom,1.3261000000000003,eV,6.0648156714092085,g/cm$^3$,orthorhombic
291,KCrF6,mp-561183,121.14424728828237,$\AA^3$,-2.2920730437499994,eV/atom,1.3980000000000001,eV,2.8111225420176242,g/cm$^3$,trigonal
292,AgAsPbS3,mp-22665,587.8927489459326,$\AA^3$,-0.2586524195312503,eV/atom,1.3834,eV,5.493034466889466,g/cm$^3$,monoclinic
293,Sr2Fe2S2OF2,mp-561913,153.4292158206395,$\AA^3$,-2.2803294088194437,eV/atom,1.904,eV,4.383856049333523,g/cm$^3$,tetragonal
294,Nd4Se3O4,mp-553278,223.58360328280733,$\AA^3$,-3.0161409037073867,eV/atom,1.3232999999999997,eV,6.5196944857569905,g/cm$^3$,orthorhombic
295,CuP10,mp-606644,920.8985540264633,$\AA^3$,-0.048245008722943794,eV/atom,1.0585000000000004,eV,2.692378989505772,g/cm$^3$,triclinic
296,Ba2Fe2Se2OF2,mp-561844,181.73275683497076,$\AA^3$,-2.2184141409375004,eV/atom,2.0058,eV,5.466457313002842,g/cm$^3$,tetragonal
297,Ba2Fe2S2OF2,mp-554327,170.9104846442881,$\AA^3$,-2.2542456143750007,eV/atom,2.0466,eV,4.901351803873077,g/cm$^3$,tetragonal
298,Rb3MnO3,mp-567008,603.5132241105933,$\AA^3$,-1.6672905394413304,eV/atom,1.5671,eV,3.95482612504596,g/cm$^3$,monoclinic
299,BaAgTeF,mp-16742,206.59365598746615,$\AA^3$,-1.9696362187499998,eV/atom,1.5093999999999999,eV,6.298243031740538,g/cm$^3$,tetragonal
300,Ba(AgTe)2,mp-18501,620.3641518546907,$\AA^3$,-0.7881038370000002,eV/atom,0.6732999999999998,eV,6.512594558535205,g/cm$^3$,orthorhombic
301,Rb3Sm(PS4)2,mp-17894,806.6805641619834,$\AA^3$,-1.074656334192177,eV/atom,2.1861,eV,2.985752302749101,g/cm$^3$,monoclinic
302,Cs3Sm(PS4)2,mp-572833,1713.857441064841,$\AA^3$,-1.094834393477891,eV/atom,2.3742,eV,3.362217517980107,g/cm$^3$,monoclinic
303,RbNb2PS10,mp-6708,755.2393569763922,$\AA^3$,-0.7278709866943031,eV/atom,1.5413000000000001,eV,2.7391498104155323,g/cm$^3$,monoclinic
304,KU2P3O14,mp-606691,1273.8395131670704,$\AA^3$,-3.1040753138392865,eV/atom,2.3916,eV,4.338640637659567,g/cm$^3$,orthorhombic
305,Ba2CaUO6,mp-557448,337.15384459377213,$\AA^3$,-3.5648226947500006,eV/atom,2.1868000000000003,eV,6.390475925530419,g/cm$^3$,monoclinic
306,LiAsS2,mp-555874,161.52707860567827,$\AA^3$,-0.6090987907812506,eV/atom,1.0664000000000002,eV,3.0016811617053842,g/cm$^3$,monoclinic
307,CoAgO2,mp-19178,90.34322671977402,$\AA^3$,-1.0454290731250007,eV/atom,1.4273000000000002,eV,7.308029019681562,g/cm$^3$,hexagonal
308,Cd2Cu(PO4)2,mp-13361,172.59018741840796,$\AA^3$,-2.1611826343223437,eV/atom,0.6916,eV,4.6019625183452115,g/cm$^3$,triclinic
309,CuSbS2,mp-4468,338.2255301604485,$\AA^3$,-0.24750139140625027,eV/atom,0.7533000000000003,eV,4.898485174694735,g/cm$^3$,orthorhombic
310,SrLi2Ta2O7,mp-558054,292.20204559482,$\AA^3$,-3.2290085328125,eV/atom,2.2704000000000004,eV,6.539744780552534,g/cm$^3$,orthorhombic
311,TiTl2O3,mp-17986,489.61598766732254,$\AA^3$,-2.2686480925694443,eV/atom,2.0959000000000003,eV,6.845860966808574,g/cm$^3$,orthorhombic
312,CuSbSe2,mp-20331,388.881349649699,$\AA^3$,-0.20834709242187532,eV/atom,0.6351999999999993,eV,5.862355005839629,g/cm$^3$,orthorhombic
313,Ga2Te2Br7,mp-570186,1746.3588126015857,$\AA^3$,-0.6736536213636364,eV/atom,1.3013,eV,3.6283745246194217,g/cm$^3$,monoclinic
314,Zn(FeO2)2,mp-19313,156.1362503312886,$\AA^3$,-1.8921957178571418,eV/atom,1.6686,eV,5.128217017781697,g/cm$^3$,cubic
315,ErAg(PSe3)2,mp-13384,583.9666911619453,$\AA^3$,-0.554529896275298,eV/atom,1.7583000000000002,eV,4.611299370589971,g/cm$^3$,trigonal
316,ScAg(PSe3)2,mp-13383,561.0232593400151,$\AA^3$,-0.5273424592752981,eV/atom,1.6451,eV,4.0758865550879895,g/cm$^3$,trigonal
317,TmAg(PSe3)2,mp-13385,576.4249629098282,$\AA^3$,-0.5540361862752974,eV/atom,1.7752999999999999,eV,4.681283622052994,g/cm$^3$,trigonal
318,VClO,mp-25118,106.86180946241899,$\AA^3$,-2.1755605948366665,eV/atom,1.6416999999999997,eV,3.1822230426067697,g/cm$^3$,orthorhombic
319,ReOF4,mp-622116,744.0808884331349,$\AA^3$,-2.1461991052083325,eV/atom,0.9318,eV,4.966792791035232,g/cm$^3$,monoclinic
320,LiCaN,mp-31468,173.55105482015512,$\AA^3$,-0.777810326626667,eV/atom,1.3784999999999998,eV,2.33557900610354,g/cm$^3$,orthorhombic
321,CsNaTe,mp-5339,249.35660948253192,$\AA^3$,-1.0274721,eV/atom,1.9689,eV,3.7757559317461857,g/cm$^3$,tetragonal
322,NbSbO4,mp-3491,344.46169737312397,$\AA^3$,-2.5392488962499997,eV/atom,2.4311000000000003,eV,5.3733972537391255,g/cm$^3$,orthorhombic
323,InBr,mp-22870,136.51296385210694,$\AA^3$,-0.6912727437499999,eV/atom,1.2574999999999998,eV,4.737183204450242,g/cm$^3$,orthorhombic
324,Rb2Te,mp-441,159.50120741317926,$\AA^3$,-1.0075053866666666,eV/atom,1.8842999999999999,eV,3.1080014449039615,g/cm$^3$,cubic
325,InI,mp-23202,156.3956988088045,$\AA^3$,-0.4837406587500004,eV/atom,1.3414000000000001,eV,5.133000108985837,g/cm$^3$,orthorhombic
326,K4Sn3Se8,mp-4971,1005.8338422935439,$\AA^3$,-0.7970090942500003,eV/atom,1.4545000000000001,eV,3.7779479417799315,g/cm$^3$,orthorhombic
327,Sm2(CN2)3,mp-568498,152.54656958471764,$\AA^3$,-0.9689709573209083,eV/atom,2.4814,eV,4.580515928410032,g/cm$^3$,monoclinic
328,Bi2WO6,mp-25177,260.38280842414633,$\AA^3$,-1.9666235636111113,eV/atom,1.9044999999999996,eV,8.900122220644798,g/cm$^3$,orthorhombic
329,Ni3TeO6,mp-19448,107.40841659010039,$\AA^3$,-1.2152638777499996,eV/atom,1.6891999999999996,eV,6.179018099165597,g/cm$^3$,trigonal
330,RbNa5(WN3)2,mp-571412,1893.9168049979326,$\AA^3$,-0.6217973718235724,eV/atom,1.8417999999999999,eV,4.574218307404822,g/cm$^3$,monoclinic
331,CsNa5(WN3)2,mp-581834,1930.1487776761942,$\AA^3$,-0.6197222926271431,eV/atom,1.8266999999999998,eV,4.814844103219001,g/cm$^3$,monoclinic
332,V2O5,mp-25620,197.79432563209429,$\AA^3$,-2.3051623330357134,eV/atom,2.1562,eV,3.0538673744690494,g/cm$^3$,orthorhombic
333,Cs2Pd(IBr2)2,mp-543024,345.5008212379167,$\AA^3$,-0.967360075,eV/atom,0.6798000000000001,eV,4.544991612102905,g/cm$^3$,tetragonal
334,Cd3(BO3)2,mp-5560,270.98694138758714,$\AA^3$,-2.1059475741666662,eV/atom,1.4544000000000001,eV,5.574426938094049,g/cm$^3$,orthorhombic
335,K6Se2O9,mp-559613,1216.9390812308911,$\AA^3$,-1.7466663390257353,eV/atom,1.6318000000000001,eV,2.9282860620653324,g/cm$^3$,tetragonal
336,Tb3S3N,mp-18164,600.3430073279258,$\AA^3$,-2.042517809938215,eV/atom,1.4081000000000001,eV,6.494283352940578,g/cm$^3$,orthorhombic
337,GdSI,mp-556135,220.49876053194905,$\AA^3$,-1.816392552187499,eV/atom,1.5047000000000001,eV,4.7627908315331196,g/cm$^3$,orthorhombic
